time,value
2024-01-05 13:58:00,86
2024-01-05 13:58:01,84
2024-01-05 13:58:02,84
2024-01-05 13:58:03,84
2024-01-05 13:58:04,84
2024-01-05 13:58:05,84
2024-01-05 13:58:06,84
2024-01-05 13:58:07,84
2024-01-05 13:58:08,84
2024-01-05 13:58:09,84
2024-01-05 13:58:10,84
2024-01-05 13:58:11,84
2024-01-05 13:58:12,84
2024-01-05 13:58:13,84
2024-01-05 13:58:14,84
2024-01-05 13:58:15,84
2024-01-05 13:58:16,85
2024-01-05 13:58:17,85
2024-01-05 13:58:18,85
2024-01-05 13:58:19,85
2024-01-05 13:58:20,85
2024-01-05 13:58:21,86
2024-01-05 13:58:22,86
2024-01-05 13:58:23,86
2024-01-05 13:58:24,86
2024-01-05 13:58:25,86
2024-01-05 13:58:26,87
2024-01-05 13:58:27,87
2024-01-05 13:58:28,87
2024-01-05 13:58:29,87
2024-01-05 13:58:30,87
2024-01-05 13:58:31,87
2024-01-05 13:58:32,87
2024-01-05 13:58:33,87
2024-01-05 13:58:34,87
2024-01-05 13:58:35,87
2024-01-05 13:58:36,89
2024-01-05 13:58:37,89
2024-01-05 13:58:38,89
2024-01-05 13:58:39,89
2024-01-05 13:58:40,89
2024-01-05 13:58:41,90
2024-01-05 13:58:42,90
2024-01-05 13:58:43,90
2024-01-05 13:58:44,90
2024-01-05 13:58:45,90
2024-01-05 13:58:46,88
2024-01-05 13:58:47,88
2024-01-05 13:58:48,88
2024-01-05 13:58:49,88
2024-01-05 13:58:50,88
2024-01-05 13:58:51,87
2024-01-05 13:58:52,87
2024-01-05 13:58:53,87
2024-01-05 13:58:54,87
2024-01-05 13:58:55,87
2024-01-05 13:58:56,88
2024-01-05 13:58:57,88
2024-01-05 13:58:58,88
2024-01-05 13:58:59,88
2024-01-05 13:59:00,88
2024-01-05 13:59:01,87
2024-01-05 13:59:02,87
2024-01-05 13:59:03,87
2024-01-05 13:59:04,87
2024-01-05 13:59:05,87
2024-01-05 13:59:06,87
2024-01-05 13:59:07,87
2024-01-05 13:59:08,87
2024-01-05 13:59:09,87
2024-01-05 13:59:10,87
2024-01-05 13:59:11,87
2024-01-05 13:59:12,87
2024-01-05 13:59:13,87
2024-01-05 13:59:14,87
2024-01-05 13:59:15,87
2024-01-05 13:59:16,86
2024-01-05 13:59:17,86
2024-01-05 13:59:18,86
2024-01-05 13:59:19,86
2024-01-05 13:59:20,86
2024-01-05 13:59:21,84
2024-01-05 13:59:22,84
2024-01-05 13:59:23,84
2024-01-05 13:59:24,84
2024-01-05 13:59:25,84
2024-01-05 13:59:26,84
2024-01-05 13:59:27,84
2024-01-05 13:59:28,84
2024-01-05 13:59:29,84
2024-01-05 13:59:30,84
2024-01-05 13:59:31,84
2024-01-05 13:59:32,84
2024-01-05 13:59:33,84
2024-01-05 13:59:34,84
2024-01-05 13:59:35,84
2024-01-05 13:59:36,84
2024-01-05 13:59:37,84
2024-01-05 13:59:38,84
2024-01-05 13:59:39,84
2024-01-05 13:59:40,84
2024-01-05 13:59:41,85
2024-01-05 13:59:42,85
2024-01-05 13:59:43,85
2024-01-05 13:59:44,85
2024-01-05 13:59:45,85
2024-01-05 13:59:46,85
2024-01-05 13:59:47,85
2024-01-05 13:59:48,85
2024-01-05 13:59:49,85
2024-01-05 13:59:50,85
2024-01-05 13:59:51,86
2024-01-05 13:59:52,86
2024-01-05 13:59:53,86
2024-01-05 13:59:54,86
2024-01-05 13:59:55,86
2024-01-05 13:59:56,87
2024-01-05 13:59:57,87
2024-01-05 13:59:58,87
2024-01-05 13:59:59,87
2024-01-05 14:00:00,87
2024-01-05 14:00:01,87
2024-01-05 14:00:02,87
2024-01-05 14:00:03,87
2024-01-05 14:00:04,87
2024-01-05 14:00:05,87
2024-01-05 14:00:06,86
2024-01-05 14:00:07,86
2024-01-05 14:00:08,86
2024-01-05 14:00:09,86
2024-01-05 14:00:10,86
2024-01-05 14:00:11,86
2024-01-05 14:00:12,86
2024-01-05 14:00:13,86
2024-01-05 14:00:14,86
2024-01-05 14:00:15,86
2024-01-05 14:00:16,87
2024-01-05 14:00:17,87
2024-01-05 14:00:18,87
2024-01-05 14:00:19,87
2024-01-05 14:00:20,87
2024-01-05 14:00:21,87
2024-01-05 14:00:22,87
2024-01-05 14:00:23,87
2024-01-05 14:00:24,87
2024-01-05 14:00:25,87
2024-01-05 14:00:26,87
2024-01-05 14:00:27,87
2024-01-05 14:00:28,87
2024-01-05 14:00:29,87
2024-01-05 14:00:30,87
2024-01-05 14:00:31,87
2024-01-05 14:00:32,87
2024-01-05 14:00:33,87
2024-01-05 14:00:34,87
2024-01-05 14:00:35,87
2024-01-05 14:00:36,86
2024-01-05 14:00:37,86
2024-01-05 14:00:38,86
2024-01-05 14:00:39,86
2024-01-05 14:00:40,86
2024-01-05 14:00:41,87
2024-01-05 14:00:42,87
2024-01-05 14:00:43,87
2024-01-05 14:00:44,87
2024-01-05 14:00:45,87
2024-01-05 14:00:46,90
2024-01-05 14:00:47,90
2024-01-05 14:00:48,90
2024-01-05 14:00:49,90
2024-01-05 14:00:50,90
2024-01-05 14:00:51,91
2024-01-05 14:00:52,91
2024-01-05 14:00:53,91
2024-01-05 14:00:54,91
2024-01-05 14:00:55,91
2024-01-05 14:00:56,88
2024-01-05 14:00:57,88
2024-01-05 14:00:58,88
2024-01-05 14:00:59,88
2024-01-05 14:01:00,88
2024-01-05 14:01:01,87
2024-01-05 14:01:02,87
2024-01-05 14:01:03,87
2024-01-05 14:01:04,87
2024-01-05 14:01:05,87
2024-01-05 14:01:06,86
2024-01-05 14:01:07,86
2024-01-05 14:01:08,86
2024-01-05 14:01:09,86
2024-01-05 14:01:10,86
2024-01-05 14:01:11,84
2024-01-05 14:01:12,84
2024-01-05 14:01:13,84
2024-01-05 14:01:14,84
2024-01-05 14:01:15,84
2024-01-05 14:01:16,84
2024-01-05 14:01:17,84
2024-01-05 14:01:18,84
2024-01-05 14:01:19,84
2024-01-05 14:01:20,84
2024-01-05 14:01:21,84
2024-01-05 14:01:22,84
